,Unnamed: 0,Season,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Off,Def,WAR,playerid,clusters
8186,8186,1948,123,506,13,58,70,6,0.109,0.099,0.155,0.267,0.258,0.341,0.413,0.754,0.352,99,0.6,0.0,-0.7,1.6,1002152,0
8187,8187,1942,128,514,7,48,64,3,0.047,0.054,0.116,0.308,0.3,0.337,0.416,0.753,0.355,119,0.4,11.2,-11.2,1.6,1009653,0
8188,8188,1927,131,556,9,72,54,11,0.041,0.049,0.135,0.291,0.288,0.33,0.423,0.753,0.347,103,1.9,4.1,-5.5,1.6,1013773,0
8189,8189,2010,145,596,32,79,85,7,0.139,0.354,0.234,0.257,0.198,0.32,0.433,0.753,0.329,96,-1.6,-4.5,2.4,1.6,7619,1
8190,8190,1977,137,552,7,64,51,6,0.085,0.076,0.093,0.315,0.301,0.358,0.394,0.752,0.337,109,0.1,5.7,-9.0,1.6,1001106,0
8191,8191,1985,121,540,9,69,48,10,0.072,0.176,0.116,0.343,0.293,0.343,0.409,0.752,0.336,108,0.6,6.0,-8.6,1.6,1007243,0
8192,8192,2006,130,524,7,75,50,12,0.107,0.113,0.111,0.309,0.28,0.36,0.391,0.751,0.333,98,1.8,0.7,-2.7,1.6,4022,1
8193,8193,2004,143,532,8,45,53,2,0.085,0.113,0.123,0.309,0.285,0.343,0.407,0.75,0.327,89,-1.9,-9.6,8.6,1.6,1888,1
8194,8194,1985,161,662,20,72,87,2,0.073,0.181,0.152,0.309,0.274,0.324,0.426,0.75,0.331,102,-1.0,0.3,-7.0,1.6,1006318,0
8195,8195,1999,132,545,6,95,41,30,0.119,0.161,0.099,0.332,0.28,0.368,0.379,0.747,0.34,102,-1.7,-0.1,-0.6,1.6,1013404,0
8196,8196,2007,135,533,9,67,43,14,0.107,0.165,0.133,0.307,0.267,0.347,0.4,0.747,0.331,95,3.7,0.1,-2.2,1.6,8581,1
8197,8197,1984,154,636,17,61,74,0,0.137,0.115,0.134,0.265,0.254,0.357,0.389,0.746,0.334,109,-0.1,6.1,-12.1,1.6,1013014,0
8198,8198,1950,130,514,11,67,54,6,0.136,0.076,0.119,0.265,0.26,0.366,0.379,0.745,0.351,99,1.0,0.1,-0.4,1.6,1005496,0
8199,8199,2007,136,503,14,59,63,4,0.08,0.254,0.17,0.319,0.254,0.315,0.425,0.74,0.321,90,0.6,-5.8,5.2,1.6,1605,1
8200,8200,1963,126,520,22,53,70,2,0.121,0.337,0.189,0.312,0.229,0.319,0.419,0.738,0.329,111,0.2,6.7,-5.6,1.6,1009558,0
8201,8201,1978,149,543,10,70,32,5,0.061,0.127,0.111,0.318,0.289,0.335,0.4,0.735,0.33,108,-3.1,1.7,-3.9,1.6,1013899,0
8202,8202,2012,156,612,6,62,65,10,0.059,0.134,0.112,0.329,0.291,0.332,0.403,0.735,0.318,102,1.9,3.5,-6.7,1.6,4316,1
8203,8203,1990,154,629,24,60,83,9,0.097,0.207,0.172,0.276,0.245,0.318,0.417,0.735,0.323,95,0.4,-3.0,-3.6,1.6,1009355,0
8204,8204,2009,154,604,23,69,76,12,0.051,0.2,0.195,0.271,0.245,0.294,0.44,0.734,0.316,79,1.7,-13.9,11.1,1.6,1830,1
8205,8205,1981,94,387,6,37,36,10,0.067,0.096,0.109,0.303,0.287,0.338,0.395,0.733,0.333,108,0.5,3.8,-2.3,1.6,1013184,0
8206,8206,1997,162,686,17,79,84,1,0.082,0.106,0.132,0.279,0.27,0.331,0.402,0.733,0.323,92,0.3,-6.3,-1.5,1.6,1010978,0
8207,8207,1946,131,550,13,63,48,3,0.06,0.053,0.124,0.28,0.282,0.327,0.406,0.733,0.345,104,0.3,2.6,-3.2,1.6,1008148,0
8208,8208,2018,145,552,16,61,68,2,0.096,0.228,0.162,0.301,0.247,0.324,0.409,0.733,0.318,104,-2.7,-0.4,-2.5,1.6,5497,1
8209,8209,1973,155,636,11,70,53,4,0.091,0.119,0.117,0.298,0.273,0.342,0.39,0.732,0.331,103,-2.0,0.3,-6.3,1.6,1002119,0
8210,8210,2021,147,529,16,60,63,2,0.042,0.183,0.153,0.296,0.263,0.316,0.416,0.732,0.316,91,-1.5,-7.2,6.2,1.6,14813,1
8211,8211,1924,148,671,3,105,56,1,0.046,0.049,0.089,0.315,0.302,0.341,0.39,0.731,0.341,88,1.0,-9.6,2.6,1.6,1003537,0
8212,8212,1991,150,662,2,92,50,48,0.079,0.112,0.083,0.333,0.296,0.352,0.379,0.731,0.33,103,0.5,3.1,-8.9,1.6,1010427,0
8213,8213,1923,123,489,3,51,37,4,0.096,0.027,0.117,0.273,0.27,0.344,0.387,0.731,0.344,95,1.5,-1.9,1.1,1.6,1005795,0
8214,8214,1999,144,664,6,105,45,16,0.125,0.119,0.092,0.306,0.274,0.363,0.366,0.729,0.331,88,-0.4,-10.8,4.3,1.6,1088,1
8215,8215,1957,145,677,0,85,37,19,0.139,0.05,0.057,0.299,0.284,0.387,0.341,0.728,0.338,100,2.5,2.4,-7.6,1.6,1012910,0
8216,8216,1975,140,550,11,57,67,23,0.033,0.095,0.146,0.287,0.277,0.304,0.424,0.728,0.327,101,2.4,2.8,-5.0,1.6,1003088,0
8217,8217,2021,124,507,18,70,53,23,0.067,0.286,0.177,0.319,0.248,0.303,0.425,0.728,0.312,98,3.3,2.1,-3.0,1.6,20454,1
8218,8218,1998,145,516,4,55,39,1,0.099,0.169,0.111,0.321,0.267,0.346,0.379,0.725,0.321,97,-1.1,-2.9,3.4,1.6,1208,1
8219,8219,1969,145,609,11,72,71,37,0.122,0.123,0.108,0.283,0.262,0.354,0.37,0.724,0.333,105,2.0,5.5,-9.2,1.6,1004286,0
8220,8220,1940,154,720,5,109,56,35,0.072,0.054,0.082,0.306,0.293,0.349,0.375,0.724,0.336,92,2.3,-5.1,-4.3,1.6,1002033,0
8221,8221,1930,150,688,3,92,67,7,0.068,0.048,0.085,0.307,0.294,0.345,0.379,0.724,0.332,79,1.3,-21.5,13.8,1.6,1004698,0
8222,8222,1985,160,703,6,97,90,13,0.077,0.105,0.093,0.313,0.288,0.343,0.381,0.724,0.324,97,-1.2,-3.4,-4.9,1.6,87,1
8223,8223,1997,146,524,8,70,48,16,0.08,0.134,0.11,0.309,0.275,0.338,0.386,0.724,0.323,89,-1.1,-8.3,6.1,1.6,185,1
8224,8224,1975,145,573,10,50,65,4,0.049,0.129,0.135,0.302,0.274,0.314,0.41,0.724,0.327,95,-1.1,-4.1,0.4,1.6,1010020,0
8225,8225,2017,133,544,13,60,74,13,0.075,0.143,0.154,0.278,0.256,0.313,0.41,0.723,0.309,90,3.7,-3.1,0.8,1.6,13152,1
8226,8226,1973,151,586,18,51,89,1,0.056,0.171,0.147,0.293,0.265,0.311,0.412,0.723,0.322,105,0.0,3.4,-8.0,1.6,1009774,0
8227,8227,1992,141,573,23,77,78,15,0.105,0.215,0.182,0.253,0.228,0.313,0.409,0.722,0.328,104,-2.9,-0.1,-2.7,1.6,1233,1
8228,8228,1937,137,595,1,71,53,13,0.034,0.032,0.083,0.313,0.304,0.334,0.387,0.721,0.332,93,2.3,-3.1,-0.7,1.6,1005478,0
8229,8229,1991,124,517,4,58,51,1,0.161,0.097,0.084,0.28,0.258,0.378,0.342,0.72,0.335,113,-0.2,7.3,-9.1,1.6,1007961,0
8230,8230,1998,161,659,14,65,61,0,0.077,0.103,0.118,0.286,0.271,0.331,0.389,0.72,0.322,92,-0.9,-7.6,1.4,1.6,1010978,0
8231,8231,2006,149,635,11,82,56,10,0.076,0.099,0.134,0.276,0.262,0.324,0.396,0.72,0.314,84,-0.1,-13.3,8.5,1.6,1235,1
8232,8232,1982,162,660,16,66,86,5,0.03,0.13,0.136,0.301,0.282,0.301,0.418,0.719,0.312,98,-0.2,-1.8,-4.4,1.6,1004557,0
8233,8233,1943,136,565,5,55,56,2,0.088,0.069,0.075,0.304,0.287,0.354,0.362,0.716,0.346,109,0.1,5.5,-8.6,1.6,1002925,0
8234,8234,1977,155,662,5,64,50,10,0.05,0.06,0.113,0.294,0.282,0.321,0.395,0.716,0.317,93,1.2,-4.3,-1.5,1.6,1002786,0
8235,8235,1998,155,672,8,95,63,29,0.104,0.14,0.094,0.305,0.268,0.352,0.362,0.714,0.324,89,0.6,-8.9,2.2,1.6,286,1
8236,8236,1933,132,532,3,50,79,12,0.055,0.034,0.089,0.299,0.292,0.333,0.381,0.714,0.332,83,-1.8,-14.0,11.0,1.6,1008748,0
8237,8237,2006,157,584,8,68,47,11,0.029,0.092,0.115,0.308,0.289,0.31,0.403,0.713,0.309,86,-0.8,-11.2,7.3,1.6,8585,1
8238,8238,1988,128,552,10,77,42,31,0.127,0.168,0.129,0.277,0.239,0.343,0.369,0.712,0.323,101,2.7,3.3,-6.6,1.6,1009238,0
8239,8239,1946,140,559,5,50,68,6,0.114,0.079,0.095,0.281,0.263,0.351,0.358,0.709,0.341,100,0.9,0.8,-2.0,1.6,1003733,0
8240,8240,1993,144,565,3,82,42,42,0.112,0.073,0.084,0.287,0.269,0.355,0.353,0.708,0.323,81,0.6,-12.3,8.2,1.6,716,1
8241,8241,1987,153,650,5,64,69,4,0.068,0.071,0.085,0.303,0.289,0.334,0.374,0.708,0.312,89,-0.3,-9.6,3.3,1.6,1010727,0
8242,8242,2020,52,231,6,28,24,0,0.121,0.312,0.16,0.315,0.225,0.32,0.385,0.705,0.309,95,3.0,1.7,4.3,1.6,17232,1
8243,8243,1996,144,593,1,70,45,15,0.059,0.138,0.066,0.346,0.297,0.341,0.363,0.704,0.317,89,-0.3,-9.3,6.6,1.6,577,1
8244,8244,1988,157,595,14,57,72,31,0.071,0.109,0.135,0.267,0.255,0.314,0.39,0.704,0.312,104,3.5,6.0,-9.3,1.6,1000645,0
8245,8245,2003,152,601,20,71,59,3,0.078,0.205,0.181,0.257,0.228,0.295,0.409,0.704,0.306,81,-2.9,-17.3,13.6,1.6,281,1
8246,8246,1943,127,543,2,54,44,22,0.063,0.074,0.078,0.311,0.288,0.337,0.366,0.703,0.337,103,1.3,3.3,-6.4,1.6,1004283,0
8247,8247,1924,143,653,1,88,58,20,0.086,0.063,0.09,0.289,0.268,0.344,0.358,0.702,0.334,86,1.2,-10.8,4.4,1.6,1005402,0
8248,8248,1963,145,594,8,84,48,14,0.099,0.118,0.116,0.282,0.256,0.33,0.372,0.702,0.316,97,0.4,-1.8,1.0,1.6,1001600,0
8249,8249,1924,147,626,6,58,93,10,0.102,0.094,0.11,0.276,0.254,0.337,0.364,0.701,0.332,84,-0.4,-14.0,8.5,1.6,1006683,0
8250,8250,1978,140,601,8,67,61,0,0.073,0.13,0.105,0.303,0.27,0.325,0.376,0.701,0.319,94,-0.3,-4.3,-0.1,1.6,1006104,0
8251,8251,1944,140,620,0,86,40,26,0.087,0.071,0.058,0.31,0.284,0.357,0.342,0.699,0.337,106,1.0,4.9,-11.0,1.6,1009413,0
8252,8252,2014,134,586,8,54,63,8,0.072,0.193,0.105,0.325,0.269,0.324,0.374,0.698,0.308,99,-4.5,-5.1,2.2,1.6,3787,1
8253,8253,1972,136,527,7,56,49,17,0.057,0.102,0.101,0.295,0.275,0.321,0.376,0.697,0.311,109,1.4,6.2,-6.6,1.6,1010360,0
8254,8254,1989,134,514,8,58,40,3,0.058,0.074,0.101,0.285,0.277,0.317,0.378,0.695,0.312,92,-0.4,-4.8,3.6,1.6,1013169,0
8255,8255,1926,147,577,1,54,68,6,0.094,0.076,0.08,0.294,0.269,0.346,0.349,0.695,0.333,91,0.9,-5.2,3.6,1.6,1001779,0
8256,8256,2018,141,568,13,56,54,12,0.088,0.218,0.125,0.299,0.245,0.324,0.37,0.694,0.305,89,-0.1,-7.7,4.6,1.6,5209,1
8257,8257,1988,151,597,6,69,39,22,0.092,0.146,0.096,0.3,0.26,0.337,0.356,0.693,0.316,100,-1.5,-1.4,-2.4,1.6,1013719,0
8258,8258,2015,156,642,11,74,62,0,0.079,0.21,0.11,0.317,0.259,0.324,0.369,0.693,0.307,92,0.2,-6.0,-0.1,1.6,4720,1
8259,8259,1933,141,536,2,65,61,7,0.09,0.045,0.093,0.275,0.264,0.335,0.357,0.692,0.326,87,0.5,-8.6,5.4,1.6,1011767,0
8260,8260,2017,162,663,12,71,61,14,0.068,0.167,0.127,0.292,0.255,0.309,0.382,0.691,0.298,79,0.9,-16.7,10.5,1.6,6609,1
8261,8261,1997,156,688,4,76,51,25,0.033,0.11,0.111,0.302,0.273,0.307,0.384,0.691,0.305,79,1.2,-16.8,11.4,1.6,653,1
8262,8262,1989,130,536,19,63,75,6,0.047,0.162,0.153,0.264,0.251,0.286,0.404,0.69,0.305,86,0.2,-8.1,6.3,1.6,1004422,0
8263,8263,1942,132,581,5,80,48,5,0.055,0.028,0.08,0.286,0.284,0.325,0.364,0.689,0.327,94,-1.2,-5.3,1.3,1.6,1005478,0
8264,8264,1998,126,567,5,79,53,12,0.157,0.113,0.069,0.276,0.247,0.369,0.317,0.686,0.322,85,0.6,-10.3,7.2,1.6,1088,1
8265,8265,2003,154,622,9,78,52,6,0.077,0.151,0.123,0.281,0.248,0.313,0.371,0.684,0.3,80,3.7,-11.9,7.2,1.6,1443,1
8266,8266,1980,146,656,5,102,58,34,0.078,0.108,0.097,0.288,0.263,0.322,0.36,0.682,0.309,91,3.2,-3.5,-3.6,1.6,1014049,0
8267,8267,1991,140,567,2,63,47,4,0.048,0.06,0.078,0.298,0.283,0.32,0.361,0.681,0.304,89,-1.6,-9.1,6.4,1.6,1004483,0
8268,8268,2005,162,719,2,96,47,57,0.057,0.063,0.078,0.293,0.276,0.326,0.354,0.68,0.303,83,6.5,-8.9,1.0,1.6,443,1
8269,8269,1971,153,648,9,63,41,11,0.091,0.105,0.1,0.275,0.255,0.325,0.355,0.68,0.308,94,0.1,-3.9,-0.5,1.6,1013286,0
8270,8270,1991,151,673,10,83,51,56,0.141,0.224,0.094,0.305,0.238,0.347,0.332,0.679,0.317,100,2.1,2.1,-9.2,1.6,275,1
8271,8271,1972,129,481,14,43,50,4,0.077,0.166,0.147,0.256,0.235,0.297,0.382,0.679,0.311,104,-0.2,1.6,-0.5,1.6,1004224,0
8272,8272,1942,128,514,5,61,39,8,0.068,0.049,0.11,0.264,0.258,0.31,0.368,0.678,0.322,94,-3.5,-7.1,5.3,1.6,1013692,0
8273,8273,1975,162,743,1,81,56,1,0.048,0.038,0.065,0.293,0.283,0.329,0.348,0.677,0.314,94,-2.0,-6.9,-2.0,1.6,1008867,0
8274,8274,1956,154,712,2,88,41,14,0.081,0.056,0.047,0.3,0.285,0.344,0.332,0.676,0.312,82,1.7,-13.3,8.6,1.6,1012910,0
8275,8275,1982,156,585,7,41,60,1,0.08,0.115,0.104,0.28,0.257,0.316,0.36,0.676,0.298,88,-2.2,-10.3,6.2,1.6,1012316,0
8276,8276,1966,150,670,3,80,25,49,0.063,0.079,0.042,0.315,0.292,0.341,0.334,0.675,0.305,94,5.0,0.5,-10.0,1.6,1006313,0
8277,8277,2003,144,513,6,71,42,12,0.084,0.185,0.113,0.3,0.248,0.314,0.361,0.675,0.301,84,4.2,-6.4,5.1,1.6,153,1
8278,8278,1982,145,618,9,75,59,4,0.095,0.1,0.102,0.265,0.248,0.324,0.35,0.674,0.306,87,-0.4,-9.5,4.4,1.6,1006120,0
8279,8279,1948,145,558,5,47,56,8,0.124,0.075,0.081,0.263,0.248,0.344,0.329,0.673,0.325,84,0.5,-10.7,7.6,1.6,1008836,0
8280,8280,1971,128,537,18,67,57,4,0.099,0.125,0.172,0.206,0.208,0.293,0.379,0.672,0.307,89,0.5,-6.0,4.9,1.6,1008331,0
8281,8281,1965,133,536,15,64,55,0,0.093,0.205,0.131,0.271,0.232,0.308,0.363,0.671,0.304,92,-0.7,-5.9,5.0,1.6,1004991,0
8282,8282,1956,147,648,9,85,46,13,0.086,0.106,0.087,0.277,0.257,0.322,0.344,0.666,0.305,79,1.4,-14.6,12.1,1.6,1010776,0
8283,8283,2011,143,571,2,66,43,9,0.039,0.117,0.078,0.31,0.276,0.313,0.353,0.666,0.294,79,2.6,-11.3,8.7,1.6,2430,1
8284,8284,1941,142,555,0,46,39,2,0.099,0.054,0.051,0.285,0.267,0.344,0.318,0.662,0.319,92,0.1,-5.3,5.0,1.6,1008309,0
8285,8285,1983,136,516,15,49,64,1,0.074,0.11,0.132,0.24,0.236,0.295,0.367,0.662,0.297,82,-1.5,-12.1,10.7,1.6,1003261,0
8286,8286,1967,143,610,6,65,41,20,0.048,0.107,0.111,0.279,0.257,0.295,0.367,0.662,0.295,96,2.1,-0.6,-6.0,1.6,1003088,0
8287,8287,2012,138,537,1,65,40,9,0.097,0.121,0.049,0.306,0.268,0.343,0.317,0.66,0.299,86,-1.8,-10.4,7.3,1.6,1591,1
8288,8288,1988,149,655,0,79,37,65,0.101,0.101,0.068,0.287,0.257,0.334,0.325,0.659,0.303,98,2.1,0.5,-6.0,1.6,1014376,0
8289,8289,1970,139,557,15,51,68,8,0.05,0.135,0.146,0.249,0.237,0.275,0.383,0.658,0.287,69,0.1,-21.1,18.1,1.6,1000653,0
8290,8290,1946,123,500,3,45,53,14,0.018,0.058,0.083,0.293,0.28,0.293,0.363,0.656,0.306,80,0.3,-10.9,9.9,1.6,1007087,0
8291,8291,1981,103,404,4,47,33,25,0.099,0.141,0.092,0.279,0.244,0.318,0.336,0.654,0.303,88,3.9,-1.1,4.0,1.6,1008068,0
8292,8292,1977,150,533,7,69,34,53,0.071,0.191,0.118,0.288,0.24,0.295,0.358,0.653,0.289,72,4.4,-13.8,12.4,1.6,1009167,0
8293,8293,1985,156,522,7,54,47,14,0.052,0.149,0.138,0.269,0.237,0.277,0.375,0.652,0.29,79,0.7,-12.3,11.0,1.6,1001476,0
8294,8294,1983,147,545,2,73,43,7,0.064,0.055,0.072,0.278,0.266,0.312,0.338,0.65,0.295,75,0.1,-15.4,13.4,1.6,1001243,0
8295,8295,1985,150,513,1,71,33,7,0.023,0.07,0.086,0.292,0.273,0.291,0.358,0.649,0.288,72,-0.3,-17.5,16.4,1.6,1005125,0
8296,8296,2015,151,603,7,63,50,10,0.05,0.171,0.081,0.309,0.263,0.302,0.343,0.645,0.283,76,4.4,-12.2,8.3,1.6,6609,1
8297,8297,1978,155,621,2,95,33,71,0.13,0.167,0.068,0.287,0.235,0.339,0.303,0.642,0.301,84,5.9,-5.1,0.3,1.6,1009167,0
8298,8298,1946,134,553,0,70,33,7,0.112,0.033,0.044,0.265,0.255,0.342,0.299,0.641,0.314,86,1.1,-7.5,6.1,1.6,1002858,0
8299,8299,1942,133,484,0,53,44,10,0.091,0.035,0.052,0.27,0.259,0.33,0.311,0.641,0.312,88,1.8,-4.8,6.1,1.6,1009919,0
8300,8300,1974,140,574,8,65,48,36,0.092,0.148,0.083,0.274,0.242,0.313,0.325,0.638,0.298,85,0.8,-8.4,5.9,1.6,1007790,0
8301,8301,1982,141,601,6,76,64,27,0.043,0.136,0.105,0.277,0.247,0.279,0.352,0.631,0.277,76,-0.9,-17.2,12.4,1.6,1012909,0
8302,8302,1937,148,605,1,56,38,3,0.093,0.106,0.061,0.278,0.247,0.321,0.308,0.629,0.301,81,0.2,-14.1,9.6,1.6,1004150,0
8303,8303,1967,147,649,3,85,32,55,0.055,0.126,0.083,0.282,0.248,0.297,0.331,0.628,0.285,84,5.6,-5.3,0.8,1.6,1001868,0
8304,8304,1976,157,682,2,59,60,18,0.028,0.047,0.084,0.266,0.257,0.277,0.341,0.618,0.282,73,1.2,-19.2,12.9,1.6,1012484,0
8305,8305,1972,152,633,1,67,31,17,0.051,0.081,0.069,0.272,0.25,0.291,0.32,0.611,0.28,71,0.4,-19.4,13.0,1.6,1001243,0
8306,8306,1963,158,601,7,42,48,3,0.038,0.168,0.09,0.275,0.235,0.27,0.326,0.596,0.263,66,-1.1,-23.1,18.3,1.6,1001938,0
8307,8307,1978,147,634,1,77,25,59,0.109,0.104,0.035,0.263,0.235,0.319,0.269,0.588,0.28,70,8.1,-13.1,8.4,1.6,1002842,0
8308,8308,2007,152,606,29,80,116,0,0.134,0.226,0.248,0.341,0.291,0.387,0.539,0.926,0.392,127,-0.1,21.3,-26.2,1.5,1885,1
8309,8309,2020,50,207,16,33,34,6,0.068,0.304,0.289,0.348,0.289,0.34,0.579,0.919,0.384,142,1.0,11.7,-1.6,1.5,13066,1
8310,8310,2007,155,598,30,77,97,0,0.191,0.201,0.246,0.276,0.256,0.4,0.502,0.902,0.392,132,-2.8,22.3,-26.5,1.5,949,1
8311,8311,2000,141,548,28,67,100,3,0.066,0.23,0.225,0.355,0.302,0.369,0.526,0.895,0.383,124,-1.6,16.5,-18.4,1.5,1390,1
8312,8312,2006,144,567,29,80,95,0,0.173,0.231,0.245,0.294,0.258,0.388,0.502,0.89,0.381,126,-4.8,14.6,-18.1,1.5,949,1
8313,8313,1994,116,509,27,74,95,21,0.037,0.138,0.244,0.308,0.304,0.334,0.548,0.882,0.374,111,0.7,8.2,-9.2,1.5,1000946,0
8314,8314,1994,108,424,12,59,68,3,0.057,0.175,0.171,0.365,0.32,0.368,0.491,0.859,0.372,124,-1.2,12.0,-9.8,1.5,1067,1
8315,8315,1935,153,654,19,84,93,4,0.069,0.076,0.16,0.33,0.323,0.375,0.483,0.858,0.39,117,0.6,14.7,-21.5,1.5,1009116,0
8316,8316,2004,150,588,18,74,74,1,0.097,0.155,0.177,0.328,0.297,0.383,0.474,0.857,0.374,124,-2.9,15.1,-20.0,1.5,529,1
8317,8317,1999,150,631,38,92,100,3,0.09,0.242,0.255,0.292,0.263,0.339,0.518,0.857,0.365,112,-0.7,9.6,-14.7,1.5,482,1
8318,8318,2006,160,683,40,99,92,7,0.164,0.284,0.257,0.276,0.234,0.365,0.49,0.855,0.363,115,1.6,14.8,-21.7,1.5,319,1
8319,8319,1938,120,481,16,69,87,9,0.079,0.067,0.188,0.302,0.305,0.36,0.493,0.853,0.386,108,-0.1,5.7,-8.6,1.5,1013519,0
8320,8320,1985,143,541,27,64,85,1,0.144,0.255,0.235,0.3,0.252,0.36,0.487,0.847,0.368,129,-0.8,18.1,-21.8,1.5,1006308,0
8321,8321,1998,155,678,18,94,89,2,0.125,0.181,0.17,0.339,0.288,0.386,0.458,0.844,0.373,124,-0.5,20.6,-27.9,1.5,1209,1
8322,8322,2007,151,636,31,71,90,0,0.123,0.16,0.231,0.263,0.259,0.351,0.49,0.841,0.359,114,-6.1,5.1,-11.5,1.5,242,1
8323,8323,1925,124,523,10,78,81,11,0.036,0.027,0.167,0.313,0.319,0.355,0.485,0.84,0.379,106,0.6,5.2,-7.4,1.5,1008871,0
8324,8324,2020,58,228,9,33,42,8,0.079,0.202,0.244,0.303,0.268,0.325,0.512,0.837,0.349,124,3.2,9.9,-2.5,1.5,18345,1
8325,8325,1996,160,688,39,85,117,2,0.126,0.202,0.232,0.263,0.252,0.35,0.484,0.834,0.356,106,0.2,5.8,-16.3,1.5,1004026,0
8326,8326,2012,141,571,30,75,90,1,0.1,0.264,0.253,0.296,0.253,0.327,0.506,0.833,0.352,117,-3.5,7.8,-10.6,1.5,2161,1
8327,8327,2009,133,574,8,71,62,2,0.172,0.146,0.114,0.338,0.291,0.426,0.405,0.831,0.376,129,-5.8,14.8,-17.6,1.5,828,1
8328,8328,2000,135,544,20,76,78,5,0.064,0.167,0.194,0.324,0.294,0.342,0.488,0.83,0.357,101,0.1,1.1,-4.7,1.5,621,1
8329,8329,1986,134,546,33,75,86,5,0.132,0.328,0.262,0.292,0.232,0.336,0.494,0.83,0.363,122,0.2,14.8,-19.1,1.5,1003137,0
8330,8330,1981,106,453,10,45,75,5,0.057,0.035,0.169,0.303,0.311,0.349,0.48,0.829,0.366,126,0.3,13.0,-14.4,1.5,1001625,0
8331,8331,1987,139,563,27,85,80,9,0.085,0.298,0.226,0.348,0.271,0.332,0.497,0.829,0.355,114,0.3,10.2,-14.3,1.5,1006257,0
8332,8332,1958,142,554,20,68,75,2,0.119,0.116,0.196,0.274,0.271,0.357,0.467,0.824,0.359,115,0.7,11.0,-14.1,1.5,1007730,0
8333,8333,1994,95,423,19,59,55,9,0.121,0.22,0.224,0.29,0.254,0.345,0.478,0.823,0.353,108,-0.4,3.9,-3.1,1.5,1233,1
8334,8334,1999,140,531,12,67,59,0,0.055,0.096,0.172,0.319,0.304,0.346,0.476,0.822,0.356,105,-1.8,2.0,-3.2,1.5,802,1
8335,8335,1994,92,370,14,53,47,1,0.095,0.192,0.207,0.284,0.255,0.359,0.462,0.821,0.36,112,0.2,6.0,-3.1,1.5,1007905,0
8336,8336,2010,145,558,21,55,84,0,0.12,0.176,0.185,0.302,0.274,0.361,0.459,0.82,0.358,126,-5.5,11.8,-17.1,1.5,1659,1
8337,8337,2016,116,517,22,68,69,2,0.168,0.199,0.217,0.255,0.234,0.366,0.452,0.818,0.355,123,-5.3,9.2,-12.6,1.5,1887,1
8338,8338,2020,55,217,7,32,22,5,0.106,0.221,0.168,0.343,0.283,0.364,0.45,0.814,0.352,119,1.3,6.5,2.6,1.5,12984,1
8339,8339,2020,54,205,8,29,23,2,0.098,0.361,0.222,0.388,0.259,0.332,0.481,0.813,0.347,126,2.0,8.5,1.4,1.5,15986,1
8340,8340,1981,94,344,17,34,43,1,0.128,0.131,0.203,0.239,0.248,0.36,0.452,0.812,0.369,131,0.2,11.5,-8.4,1.5,1008289,0
8341,8341,1956,148,582,27,64,91,1,0.093,0.146,0.222,0.262,0.263,0.326,0.485,0.811,0.348,114,0.5,10.0,-12.2,1.5,1007730,0
8342,8342,2017,157,665,26,73,101,4,0.062,0.214,0.218,0.313,0.272,0.32,0.49,0.81,0.341,111,-2.1,7.2,-15.0,1.5,11737,1
8343,8343,1933,135,538,8,81,71,5,0.091,0.046,0.164,0.29,0.286,0.357,0.451,0.808,0.371,105,-0.7,3.1,-7.3,1.5,1010864,0
8344,8344,1996,155,694,18,101,72,38,0.078,0.167,0.152,0.34,0.3,0.354,0.452,0.806,0.352,111,2.0,11.4,-16.5,1.5,1167,1
8345,8345,1938,129,545,5,64,81,5,0.066,0.031,0.099,0.335,0.33,0.376,0.429,0.805,0.372,101,-2.3,-1.8,-3.3,1.5,1010634,0
8346,8346,1999,155,525,4,90,36,66,0.114,0.19,0.095,0.393,0.313,0.396,0.408,0.804,0.362,113,5.5,14.8,-15.5,1.5,869,1
8347,8347,1932,149,598,21,82,91,4,0.064,0.112,0.195,0.286,0.279,0.329,0.474,0.803,0.358,107,0.7,6.4,-10.1,1.5,1002464,0
8348,8348,2020,49,230,3,31,18,2,0.087,0.109,0.106,0.348,0.319,0.376,0.425,0.801,0.35,122,-0.7,5.5,1.9,1.5,17992,1
8349,8349,2005,141,563,16,59,76,6,0.073,0.185,0.16,0.332,0.287,0.349,0.447,0.796,0.346,112,1.2,9.6,-12.9,1.5,320,1
8350,8350,2005,126,509,21,61,72,1,0.057,0.196,0.2,0.304,0.271,0.325,0.471,0.796,0.339,109,0.1,5.6,-8.1,1.5,505,1
8351,8351,1938,139,603,5,77,106,10,0.118,0.091,0.103,0.332,0.303,0.388,0.406,0.794,0.372,99,-2.3,-3.5,-3.4,1.5,1005793,0
8352,8352,1973,142,608,20,51,86,0,0.082,0.133,0.155,0.308,0.289,0.35,0.444,0.794,0.352,114,-0.5,9.1,-15.3,1.5,1002103,0
8353,8353,1970,159,650,27,66,93,0,0.111,0.203,0.2,0.288,0.256,0.338,0.456,0.794,0.352,112,0.2,9.5,-17.2,1.5,1006444,0
8354,8354,2016,130,517,17,72,51,1,0.079,0.222,0.159,0.346,0.287,0.346,0.446,0.792,0.342,117,-1.6,8.8,-12.4,1.5,6364,1
