,Unnamed: 0,Season,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,OPS,wOBA,wRC+,BsR,Off,Def,WAR,playerid,clusters
3885,3885,2009,144,627,13,74,71,4,0.081,0.139,0.152,0.311,0.281,0.347,0.434,0.781,0.343,105,0.0,3.9,10.2,3.6,1825,1
3886,3886,1948,139,594,0,63,47,10,0.158,0.059,0.04,0.338,0.314,0.423,0.354,0.777,0.379,117,0.0,12.9,3.0,3.6,1000284,0
3887,3887,1949,138,628,1,90,42,3,0.18,0.065,0.073,0.308,0.285,0.417,0.358,0.775,0.379,122,0.4,17.8,-2.2,3.6,1012406,0
3888,3888,1960,137,530,15,49,60,4,0.091,0.128,0.157,0.287,0.27,0.346,0.427,0.773,0.344,106,-1.0,3.1,16.1,3.6,1000670,0
3889,3889,1954,154,693,20,98,70,5,0.039,0.058,0.152,0.287,0.293,0.325,0.446,0.771,0.348,98,0.3,-1.5,14.5,3.6,1002987,0
3890,3890,1932,114,522,5,89,37,2,0.211,0.082,0.105,0.274,0.254,0.412,0.359,0.771,0.371,110,-0.6,6.4,12.3,3.6,1000994,0
3891,3891,2003,157,660,11,103,75,23,0.062,0.164,0.13,0.342,0.295,0.346,0.425,0.771,0.338,109,8.3,15.8,-1.7,3.6,1235,1
3892,3892,1962,139,555,19,55,58,5,0.132,0.193,0.157,0.284,0.249,0.362,0.406,0.768,0.347,111,0.7,8.0,10.9,3.6,1005609,0
3893,3893,2011,143,555,19,86,65,18,0.119,0.177,0.178,0.275,0.249,0.341,0.427,0.768,0.339,109,1.9,7.5,9.3,3.6,5653,1
3894,3894,2000,153,690,6,98,47,54,0.091,0.057,0.102,0.307,0.297,0.367,0.399,0.766,0.343,100,7.7,7.4,7.2,3.6,716,1
3895,3895,1974,149,656,20,80,69,18,0.108,0.133,0.166,0.268,0.256,0.335,0.422,0.757,0.342,105,1.1,4.8,8.7,3.6,1000450,0
3896,3896,1982,150,627,24,62,79,3,0.091,0.158,0.174,0.265,0.254,0.323,0.428,0.751,0.332,112,-0.2,8.2,4.9,3.6,1002108,0
3897,3897,1943,144,630,3,78,35,5,0.13,0.043,0.077,0.3,0.289,0.384,0.366,0.75,0.365,122,0.7,15.8,-2.0,3.6,1005183,0
3898,3898,1950,141,633,11,97,52,17,0.144,0.098,0.121,0.277,0.26,0.369,0.38,0.749,0.353,100,3.2,3.2,13.4,3.6,1010776,0
3899,3899,1974,152,601,17,61,78,7,0.1,0.218,0.158,0.308,0.257,0.334,0.415,0.749,0.34,113,0.8,9.6,4.7,3.6,1010638,0
3900,3900,2014,149,635,16,71,70,39,0.077,0.146,0.148,0.296,0.271,0.328,0.419,0.747,0.327,109,8.0,14.4,-2.0,3.6,4727,1
3901,3901,1982,155,638,13,65,83,24,0.063,0.144,0.15,0.302,0.274,0.32,0.423,0.743,0.328,113,-0.3,9.0,4.3,3.6,1004541,0
3902,3902,2011,141,536,6,54,46,8,0.108,0.09,0.086,0.31,0.288,0.366,0.375,0.741,0.328,109,0.3,5.8,10.3,3.6,3336,1
3903,3903,2011,142,631,16,87,63,30,0.092,0.094,0.131,0.275,0.268,0.338,0.399,0.737,0.325,103,3.2,5.1,9.6,3.6,971,1
3904,3904,1972,152,626,22,70,90,5,0.091,0.192,0.188,0.26,0.237,0.309,0.425,0.734,0.33,109,-0.6,5.5,5.7,3.6,1010638,0
3905,3905,2016,137,535,20,62,74,2,0.12,0.277,0.167,0.291,0.231,0.335,0.398,0.733,0.322,101,-1.8,-1.3,17.8,3.6,4616,1
3906,3906,2017,140,511,16,69,51,29,0.074,0.294,0.16,0.339,0.253,0.314,0.413,0.727,0.312,92,11.8,6.4,12.0,3.6,14161,1
3907,3907,2010,132,602,6,76,52,5,0.053,0.078,0.088,0.312,0.298,0.339,0.386,0.725,0.322,96,2.0,-0.6,17.2,3.6,1176,1
3908,3908,2006,135,524,1,73,45,17,0.09,0.13,0.083,0.332,0.29,0.352,0.373,0.725,0.322,93,4.0,-0.9,20.1,3.6,1429,1
3909,3909,2014,162,700,22,83,91,5,0.081,0.19,0.151,0.285,0.253,0.32,0.404,0.724,0.316,105,2.6,6.2,4.6,3.6,9368,1
3910,3910,1984,145,604,6,82,50,43,0.048,0.132,0.103,0.328,0.291,0.325,0.394,0.719,0.321,103,4.6,6.6,8.0,3.6,1008513,0
3911,3911,1976,149,622,10,58,69,0,0.127,0.101,0.103,0.278,0.26,0.356,0.363,0.719,0.336,113,-0.2,8.6,4.5,3.6,1014308,0
3912,3912,1973,156,689,14,86,59,7,0.071,0.068,0.125,0.271,0.268,0.325,0.393,0.718,0.326,100,-4.1,-3.9,15.7,3.6,1000799,0
3913,3913,2017,158,695,2,114,33,60,0.036,0.134,0.067,0.354,0.308,0.341,0.375,0.716,0.312,94,9.3,3.7,9.8,3.6,8203,1
3914,3914,1943,141,660,1,102,52,61,0.062,0.041,0.08,0.306,0.294,0.341,0.374,0.715,0.342,110,6.8,13.8,-2.0,3.6,1002033,0
3915,3915,2004,159,728,4,90,62,25,0.059,0.096,0.093,0.316,0.288,0.33,0.381,0.711,0.312,88,3.3,-8.3,21.1,3.6,656,1
3916,3916,1949,153,712,5,110,65,18,0.101,0.048,0.083,0.285,0.275,0.352,0.358,0.71,0.339,92,0.9,-6.3,18.4,3.6,1011011,0
3917,3917,1978,139,547,12,56,59,31,0.152,0.121,0.131,0.243,0.229,0.349,0.36,0.709,0.329,105,3.2,6.1,9.9,3.6,1005384,0
3918,3918,1961,148,658,15,86,56,7,0.087,0.094,0.118,0.27,0.262,0.329,0.379,0.708,0.319,95,0.4,-3.5,17.6,3.6,1001147,0
3919,3919,1965,162,697,12,81,54,5,0.105,0.102,0.102,0.277,0.261,0.341,0.363,0.704,0.318,102,-1.2,0.2,13.0,3.6,1013790,0
3920,3920,2014,148,650,2,92,34,64,0.048,0.165,0.089,0.346,0.289,0.326,0.378,0.704,0.312,102,10.2,11.9,1.1,3.6,8203,1
3921,3921,2002,150,663,10,99,73,23,0.041,0.101,0.106,0.303,0.283,0.313,0.389,0.702,0.305,84,6.6,-6.1,19.8,3.6,11,1
3922,3922,1982,162,703,7,79,63,16,0.051,0.048,0.1,0.286,0.281,0.318,0.382,0.7,0.313,95,0.5,-3.4,15.0,3.6,1010727,0
3923,3923,1981,102,465,1,54,32,34,0.039,0.09,0.062,0.332,0.303,0.335,0.364,0.699,0.319,100,3.9,4.1,16.2,3.6,1014113,0
3924,3924,1969,158,737,4,109,53,11,0.083,0.095,0.093,0.297,0.273,0.332,0.366,0.698,0.318,89,-0.5,-10.2,19.6,3.6,1006877,0
3925,3925,1976,159,661,7,75,60,3,0.067,0.074,0.084,0.294,0.281,0.329,0.366,0.695,0.321,106,-2.6,1.4,11.8,3.6,1000799,0
3926,3926,2014,155,583,7,68,40,31,0.067,0.196,0.09,0.336,0.274,0.325,0.364,0.689,0.306,91,6.7,0.8,13.6,3.6,11846,1
3927,3927,2010,156,576,6,64,46,29,0.087,0.167,0.118,0.296,0.25,0.319,0.368,0.687,0.308,91,7.6,1.5,12.7,3.6,3395,1
3928,3928,1926,155,672,3,96,79,7,0.058,0.037,0.1,0.278,0.27,0.316,0.371,0.687,0.321,86,1.1,-10.7,26.8,3.6,1002780,0
3929,3929,1983,144,585,0,83,22,66,0.111,0.074,0.048,0.302,0.276,0.36,0.324,0.684,0.317,100,7.9,7.8,8.3,3.6,1013931,0
3930,3930,1989,140,617,11,64,64,22,0.047,0.083,0.133,0.261,0.257,0.291,0.389,0.68,0.303,88,1.9,-6.6,20.7,3.6,1004002,0
3931,3931,1978,157,619,9,78,57,52,0.102,0.147,0.096,0.284,0.25,0.331,0.347,0.678,0.313,93,5.1,0.6,13.7,3.6,1014049,0
3932,3932,1981,105,463,2,52,31,10,0.106,0.067,0.069,0.273,0.258,0.342,0.327,0.669,0.313,97,0.9,-0.4,20.6,3.6,1013157,0
3933,3933,1990,138,505,2,50,35,9,0.091,0.105,0.056,0.294,0.265,0.337,0.321,0.658,0.301,91,0.4,-4.8,24.1,3.6,1013748,0
3934,3934,1987,149,604,2,64,51,25,0.036,0.086,0.075,0.3,0.279,0.303,0.354,0.657,0.288,72,1.3,-20.4,36.0,3.6,1005125,0
3935,3935,1958,145,604,2,76,40,29,0.058,0.063,0.079,0.281,0.266,0.309,0.345,0.654,0.293,80,3.8,-10.0,26.7,3.6,1000278,0
3936,3936,1968,157,664,4,55,36,17,0.05,0.065,0.071,0.277,0.264,0.302,0.334,0.636,0.29,91,-0.2,-5.8,21.3,3.6,1000278,0
3937,3937,1996,134,592,47,89,144,2,0.076,0.139,0.329,0.296,0.314,0.368,0.643,1.011,0.418,141,0.3,33.7,-18.9,3.5,1251,1
3938,3938,2020,58,254,17,45,46,10,0.122,0.169,0.315,0.294,0.292,0.386,0.607,0.993,0.415,166,1.9,22.7,1.7,3.5,13510,1
3939,3939,2006,155,667,34,119,114,10,0.07,0.165,0.261,0.351,0.326,0.387,0.586,0.973,0.41,139,-3.1,30.5,-16.6,3.5,1873,1
3940,3940,1929,146,648,29,108,137,3,0.108,0.083,0.254,0.308,0.314,0.391,0.568,0.959,0.423,129,0.3,28.4,-12.3,3.5,1001228,0
3941,3941,1930,139,605,19,102,119,10,0.093,0.079,0.199,0.347,0.339,0.404,0.537,0.941,0.415,131,-1.5,25.3,-7.7,3.5,1000378,0
3942,3942,1954,142,605,41,98,103,2,0.116,0.112,0.275,0.261,0.288,0.375,0.563,0.938,0.417,137,0.5,29.4,-15.0,3.5,1011459,0
3943,3943,2006,156,665,33,92,116,15,0.075,0.102,0.222,0.327,0.329,0.382,0.552,0.934,0.386,134,-3.6,25.5,-11.8,3.5,778,1
3944,3944,2003,136,535,31,77,86,1,0.045,0.178,0.258,0.331,0.311,0.359,0.569,0.928,0.393,138,-2.0,24.4,-6.6,3.5,57,1
3945,3945,1932,135,539,23,77,123,2,0.095,0.158,0.241,0.322,0.297,0.366,0.538,0.904,0.4,140,0.3,27.7,-8.2,3.5,1014083,0
3946,3946,2019,124,548,31,89,74,6,0.075,0.15,0.252,0.303,0.298,0.353,0.55,0.903,0.374,137,-5.0,21.1,-4.8,3.5,5417,1
3947,3947,2019,154,679,35,106,97,1,0.093,0.211,0.244,0.326,0.291,0.364,0.535,0.899,0.373,132,-2.1,25.9,-13.4,3.5,15149,1
3948,3948,1987,153,662,49,90,137,11,0.048,0.156,0.282,0.274,0.287,0.328,0.568,0.896,0.377,124,0.7,20.9,-7.7,3.5,1003091,0
3949,3949,1935,131,581,15,116,73,14,0.077,0.09,0.191,0.336,0.321,0.382,0.513,0.895,0.404,127,0.8,22.4,-5.4,3.5,1004283,0
3950,3950,1987,138,527,20,72,91,18,0.139,0.176,0.174,0.355,0.313,0.406,0.488,0.894,0.383,137,-0.9,23.4,-5.8,3.5,1007184,0
3951,3951,1936,149,659,16,107,118,15,0.097,0.046,0.18,0.319,0.321,0.392,0.502,0.894,0.406,120,-0.6,19.1,-6.4,3.5,1007202,0
3952,3952,1928,124,522,10,93,85,9,0.113,0.071,0.164,0.336,0.323,0.408,0.486,0.894,0.41,131,1.5,22.6,-4.1,3.5,1004947,0
3953,3953,1921,142,640,23,89,101,3,0.114,0.064,0.2,0.297,0.304,0.389,0.504,0.893,0.406,122,0.4,19.6,-5.1,3.5,1013534,0
3954,3954,1982,140,597,37,84,106,5,0.075,0.107,0.28,0.256,0.28,0.331,0.56,0.891,0.383,140,-0.2,27.8,-13.6,3.5,1014127,0
3955,3955,1936,146,655,7,98,66,12,0.095,0.049,0.133,0.357,0.345,0.41,0.479,0.889,0.408,118,-0.7,16.9,-4.1,3.5,1009244,0
3956,3956,2018,159,695,34,103,100,13,0.187,0.243,0.247,0.289,0.249,0.393,0.496,0.889,0.376,135,0.4,30.0,-18.1,3.5,11579,1
3957,3957,2011,127,542,26,92,92,20,0.089,0.194,0.231,0.326,0.295,0.363,0.526,0.889,0.38,126,3.1,19.7,-3.3,3.5,7287,1
3958,3958,2006,162,727,33,99,110,2,0.122,0.176,0.232,0.304,0.282,0.371,0.514,0.885,0.374,121,0.4,20.2,-8.7,3.5,1281,1
3959,3959,1947,128,484,16,73,78,11,0.169,0.122,0.201,0.296,0.281,0.403,0.481,0.884,0.41,134,2.1,23.1,-5.1,3.5,1013124,0
3960,3960,1999,153,643,45,104,118,15,0.132,0.213,0.289,0.241,0.245,0.347,0.535,0.882,0.374,116,2.1,15.7,0.2,3.5,1233,1
3961,3961,2001,148,633,27,100,88,7,0.125,0.179,0.224,0.307,0.28,0.376,0.505,0.881,0.378,131,-0.4,24.0,-10.5,3.5,204,1
3962,3962,1925,134,590,8,91,83,22,0.059,0.024,0.156,0.338,0.339,0.383,0.494,0.877,0.398,126,-3.3,17.4,-1.3,3.5,1011247,0
3963,3963,1959,151,647,27,92,105,23,0.051,0.155,0.205,0.342,0.317,0.355,0.522,0.877,0.379,131,1.2,26.3,-15.3,3.5,1002103,0
3964,3964,1957,142,586,24,86,73,5,0.106,0.097,0.213,0.29,0.295,0.367,0.508,0.875,0.377,128,-0.9,18.6,-2.3,3.5,1009085,0
3965,3965,1984,137,548,23,86,96,16,0.126,0.157,0.226,0.295,0.279,0.369,0.505,0.874,0.381,135,0.0,21.8,-6.6,3.5,1003592,0
3966,3966,2002,162,688,27,95,86,19,0.142,0.238,0.224,0.33,0.27,0.378,0.494,0.872,0.375,132,0.6,28.3,-15.9,3.5,525,1
3967,3967,1975,135,550,19,67,76,9,0.115,0.107,0.187,0.308,0.302,0.382,0.488,0.87,0.389,141,-0.8,24.9,-9.6,3.5,1012201,0
3968,3968,1926,154,684,19,98,120,4,0.085,0.076,0.207,0.303,0.299,0.364,0.506,0.87,0.397,128,0.5,24.6,-9.7,3.5,1001228,0
3969,3969,1953,134,520,12,68,73,5,0.1,0.042,0.176,0.303,0.307,0.383,0.483,0.866,0.391,124,0.6,16.3,1.2,3.5,1006783,0
3970,3970,1983,144,594,18,73,97,3,0.086,0.128,0.176,0.336,0.318,0.373,0.493,0.866,0.374,136,-1.1,23.6,-9.6,3.5,1005642,0
3971,3971,1978,137,536,32,70,86,3,0.136,0.248,0.27,0.272,0.246,0.351,0.515,0.866,0.385,143,-0.9,25.1,-10.6,3.5,1012979,0
3972,3972,1940,142,619,9,91,50,6,0.121,0.071,0.16,0.324,0.309,0.396,0.469,0.865,0.394,122,-0.9,17.6,-4.7,3.5,1009244,0
3973,3973,1988,149,645,21,96,111,5,0.118,0.153,0.193,0.321,0.293,0.375,0.487,0.862,0.382,137,0.1,27.9,-16.7,3.5,1003865,0
3974,3974,2017,144,606,31,84,101,10,0.099,0.228,0.24,0.312,0.273,0.349,0.513,0.862,0.361,120,-1.8,13.9,1.6,3.5,11982,1
3975,3975,2015,137,596,15,68,84,15,0.101,0.086,0.17,0.318,0.31,0.379,0.48,0.859,0.368,133,1.5,24.0,-10.5,3.5,4106,1
3976,3976,2005,133,539,22,70,70,2,0.115,0.217,0.209,0.329,0.281,0.366,0.489,0.855,0.369,124,-2.1,13.6,3.3,3.5,217,1
3977,3977,1933,133,547,10,88,95,13,0.101,0.066,0.153,0.323,0.313,0.387,0.466,0.853,0.394,123,-1.6,14.9,-0.4,3.5,1006498,0
3978,3978,1947,141,582,27,81,85,2,0.151,0.149,0.234,0.255,0.251,0.366,0.485,0.851,0.391,129,-0.1,19.4,-4.0,3.5,1005560,0
3979,3979,1940,151,658,22,87,105,10,0.087,0.081,0.207,0.29,0.291,0.353,0.497,0.85,0.381,113,-0.4,10.9,0.5,3.5,1003355,0
3980,3980,1991,134,537,19,69,75,31,0.099,0.119,0.181,0.307,0.3,0.368,0.481,0.849,0.374,139,-0.1,23.6,-7.5,3.5,1001825,0
3981,3981,1935,138,611,21,107,92,4,0.093,0.046,0.191,0.281,0.295,0.364,0.485,0.849,0.385,113,0.6,12.1,3.0,3.5,1001176,0
3982,3982,1975,145,598,25,79,76,32,0.089,0.107,0.206,0.28,0.282,0.36,0.489,0.849,0.38,143,-0.1,28.5,-15.2,3.5,1000700,0
3983,3983,1983,160,710,30,106,126,2,0.052,0.089,0.201,0.3,0.307,0.341,0.508,0.849,0.37,133,-0.1,27.7,-17.9,3.5,1002592,0
3984,3984,1979,163,732,4,90,59,20,0.13,0.044,0.099,0.342,0.331,0.418,0.43,0.848,0.381,134,-0.1,29.2,-20.3,3.5,1011217,0
3985,3985,2010,158,712,33,113,108,0,0.131,0.171,0.225,0.268,0.256,0.365,0.481,0.846,0.369,128,-1.2,22.1,-13.6,3.5,1281,1
3986,3986,1933,117,505,4,80,42,1,0.21,0.091,0.105,0.326,0.294,0.446,0.399,0.845,0.405,129,-2.0,17.7,-1.5,3.5,1000994,0
3987,3987,1995,120,491,24,73,78,4,0.149,0.138,0.226,0.247,0.253,0.365,0.479,0.844,0.367,120,-0.2,12.3,6.7,3.5,923,1
3988,3988,1921,135,574,5,80,104,8,0.077,0.017,0.136,0.324,0.324,0.378,0.461,0.839,0.384,114,-1.0,10.3,6.1,3.5,1010512,0
3989,3989,2001,138,557,22,59,95,2,0.111,0.237,0.198,0.334,0.277,0.363,0.475,0.838,0.356,120,-2.2,11.6,4.8,3.5,841,1
3990,3990,1924,133,592,3,82,77,6,0.137,0.042,0.128,0.313,0.301,0.406,0.43,0.836,0.394,116,2.5,15.7,-0.7,3.5,1005421,0
3991,3991,2018,145,623,12,67,67,2,0.173,0.162,0.135,0.333,0.284,0.417,0.419,0.836,0.37,130,-3.8,19.1,-5.0,3.5,4314,1
3992,3992,1965,160,649,23,91,96,6,0.072,0.116,0.188,0.308,0.299,0.349,0.487,0.836,0.368,134,-0.3,24.9,-15.4,3.5,1005448,0
3993,3993,2004,134,553,23,82,74,9,0.058,0.174,0.223,0.307,0.283,0.327,0.506,0.833,0.352,110,-3.0,3.8,13.2,3.5,454,1
3994,3994,2011,120,517,17,68,80,3,0.132,0.193,0.202,0.296,0.258,0.373,0.459,0.832,0.366,126,0.4,16.3,-0.3,3.5,1935,1
3995,3995,1960,147,624,17,84,79,4,0.107,0.107,0.167,0.305,0.292,0.372,0.46,0.832,0.368,126,0.6,20.5,-4.9,3.5,1004293,0
3996,3996,1922,149,620,6,72,80,4,0.097,0.044,0.12,0.327,0.317,0.393,0.437,0.83,0.386,119,-0.3,15.4,0.6,3.5,1011850,0
3997,3997,1988,155,635,32,87,99,0,0.12,0.184,0.218,0.274,0.26,0.352,0.478,0.83,0.369,137,-0.5,26.7,-15.0,3.5,1008559,0
3998,3998,2000,160,681,30,105,115,6,0.097,0.15,0.204,0.287,0.275,0.349,0.479,0.828,0.356,109,1.3,9.6,4.2,3.5,941,1
3999,3999,2017,155,626,19,88,71,17,0.088,0.155,0.191,0.311,0.284,0.352,0.475,0.827,0.351,123,0.3,17.7,-4.4,3.5,17678,1
4000,4000,2002,150,659,15,114,70,26,0.111,0.141,0.161,0.321,0.289,0.374,0.45,0.824,0.362,121,7.9,24.8,-11.9,3.5,230,1
4001,4001,1922,152,685,11,111,80,16,0.099,0.048,0.14,0.308,0.304,0.379,0.444,0.823,0.381,116,-0.4,13.8,-0.4,3.5,1006002,0
4002,4002,2018,151,631,23,75,84,2,0.082,0.2,0.217,0.308,0.272,0.334,0.489,0.823,0.346,117,-1.4,11.6,2.1,3.5,6153,1
4003,4003,2015,158,667,18,98,93,7,0.091,0.162,0.162,0.336,0.297,0.363,0.459,0.822,0.355,124,3.1,21.7,-10.8,3.5,3516,1
4004,4004,1961,155,667,16,87,85,2,0.084,0.078,0.159,0.307,0.301,0.363,0.459,0.822,0.364,121,0.2,18.0,-4.1,3.5,1004293,0
4005,4005,1941,149,653,9,97,72,10,0.126,0.046,0.137,0.302,0.297,0.386,0.434,0.82,0.383,119,-1.2,15.0,-4.1,3.5,1007578,0
4006,4006,1957,134,544,25,66,84,1,0.131,0.147,0.219,0.251,0.252,0.348,0.471,0.819,0.362,125,-1.8,14.1,2.8,3.5,1002404,0
4007,4007,1980,146,615,13,89,85,23,0.101,0.125,0.16,0.32,0.294,0.364,0.454,0.818,0.364,130,4.1,24.5,-11.1,3.5,1005044,0
4008,4008,2013,149,643,27,94,70,8,0.117,0.25,0.201,0.321,0.263,0.354,0.464,0.818,0.357,129,3.9,24.8,-11.8,3.5,5222,1
4009,4009,1937,144,642,12,94,73,10,0.067,0.07,0.166,0.312,0.302,0.35,0.468,0.818,0.37,100,1.2,1.4,11.0,3.5,1007151,0
4010,4010,1942,149,696,4,94,79,5,0.089,0.023,0.11,0.327,0.323,0.384,0.432,0.816,0.386,130,-0.2,24.2,-16.9,3.5,1012328,0
4011,4011,1960,140,529,11,68,62,3,0.159,0.076,0.131,0.289,0.283,0.401,0.414,0.815,0.368,128,0.8,19.0,-0.8,3.5,1014228,0
4012,4012,1948,141,656,4,82,56,13,0.069,0.026,0.095,0.341,0.336,0.383,0.431,0.814,0.38,120,-5.3,11.9,0.9,3.5,1009000,0
4013,4013,1979,150,604,10,64,79,4,0.063,0.094,0.136,0.335,0.318,0.36,0.454,0.814,0.359,122,-0.6,15.0,-1.4,3.5,1007043,0
4014,4014,1928,153,646,3,78,93,16,0.124,0.029,0.111,0.313,0.306,0.396,0.417,0.813,0.381,118,1.1,16.0,-3.4,3.5,1006644,0
4015,4015,2021,152,650,18,85,73,0,0.071,0.163,0.154,0.327,0.291,0.368,0.445,0.813,0.353,129,-2.7,20.6,-8.0,3.5,17982,1
4016,4016,1973,148,605,12,74,58,17,0.096,0.137,0.144,0.335,0.3,0.367,0.444,0.811,0.363,123,1.8,17.5,-2.8,3.5,1008255,0
4017,4017,1939,134,560,5,68,67,7,0.104,0.05,0.09,0.336,0.324,0.397,0.413,0.81,0.38,122,1.1,16.4,2.3,3.5,1000322,0
4018,4018,1947,151,701,12,125,48,29,0.106,0.051,0.131,0.301,0.297,0.383,0.427,0.81,0.38,115,5.7,19.4,-8.5,3.5,1011070,0
4019,4019,1956,131,509,21,47,88,0,0.094,0.143,0.184,0.29,0.279,0.348,0.462,0.81,0.358,117,0.3,11.2,5.8,3.5,1013182,0
4020,4020,2021,153,616,38,90,77,6,0.18,0.346,0.259,0.246,0.199,0.351,0.458,0.809,0.348,123,4.2,21.2,-6.9,3.5,14128,1
4021,4021,1946,122,512,3,56,50,3,0.135,0.045,0.115,0.31,0.298,0.395,0.413,0.808,0.384,132,0.3,18.1,-1.4,3.5,1005692,0
4022,4022,1981,105,447,9,52,49,9,0.157,0.107,0.142,0.295,0.277,0.389,0.419,0.808,0.369,136,0.7,18.2,0.6,3.5,1006827,0
4023,4023,1946,154,669,17,78,119,3,0.129,0.139,0.161,0.305,0.276,0.371,0.437,0.808,0.381,123,-0.5,17.2,-7.7,3.5,1014354,0
4024,4024,1978,139,527,14,51,79,3,0.097,0.108,0.163,0.297,0.289,0.357,0.451,0.808,0.352,128,0.3,16.6,-1.2,3.5,1013677,0
4025,4025,2009,159,717,16,110,79,30,0.103,0.156,0.168,0.318,0.283,0.356,0.451,0.807,0.352,109,2.2,10.3,-0.6,3.5,166,1
4026,4026,1966,146,578,16,77,59,22,0.088,0.109,0.179,0.287,0.276,0.351,0.455,0.806,0.356,133,1.0,22.0,-6.4,3.5,1013328,0
4027,4027,1922,154,701,1,92,69,20,0.104,0.023,0.079,0.332,0.324,0.401,0.403,0.804,0.379,114,0.7,14.2,-0.2,3.5,1002451,0
4028,4028,2008,145,506,22,59,73,6,0.065,0.229,0.228,0.299,0.26,0.316,0.488,0.804,0.344,106,2.7,6.3,12.8,3.5,1760,1
4029,4029,1971,156,639,27,81,84,5,0.099,0.186,0.198,0.288,0.264,0.339,0.462,0.801,0.36,130,0.4,21.7,-11.3,3.5,1002407,0
4030,4030,1978,154,629,4,90,45,37,0.102,0.127,0.112,0.352,0.308,0.381,0.42,0.801,0.361,133,1.0,24.3,-13.1,3.5,1010907,0
4031,4031,1969,129,532,8,72,47,4,0.1,0.1,0.12,0.324,0.301,0.38,0.42,0.8,0.36,126,0.6,16.2,-2.2,3.5,1005571,0
4032,4032,1979,162,716,21,109,78,33,0.119,0.109,0.177,0.275,0.267,0.356,0.444,0.8,0.356,115,2.0,14.8,-3.9,3.5,1006588,0
4033,4033,2021,142,595,24,88,75,20,0.089,0.234,0.221,0.293,0.251,0.329,0.471,0.8,0.341,100,6.4,6.1,9.6,3.5,12564,1
4034,4034,1977,139,566,19,64,65,21,0.06,0.164,0.192,0.309,0.282,0.326,0.474,0.8,0.347,113,1.7,10.6,5.1,3.5,1003091,0
4035,4035,2005,150,590,10,69,62,0,0.1,0.125,0.135,0.324,0.295,0.369,0.43,0.799,0.35,111,-4.9,3.0,11.6,3.5,295,1
4036,4036,1970,161,726,10,120,54,30,0.072,0.065,0.142,0.309,0.3,0.356,0.442,0.798,0.354,116,0.3,14.3,-3.5,3.5,1013142,0
4037,4037,2016,157,676,28,99,94,28,0.101,0.237,0.202,0.305,0.259,0.336,0.461,0.797,0.341,114,7.6,19.4,-6.6,3.5,10047,1
4038,4038,1949,151,685,11,97,65,12,0.091,0.045,0.128,0.304,0.301,0.368,0.429,0.797,0.372,114,2.2,13.9,-1.5,3.5,1007694,0
4039,4039,1932,134,599,2,90,38,6,0.052,0.018,0.097,0.337,0.333,0.367,0.43,0.797,0.362,115,1.1,12.4,4.4,3.5,1013596,0
4040,4040,2019,138,521,23,66,72,4,0.063,0.194,0.201,0.305,0.276,0.32,0.477,0.797,0.331,102,-4.2,-3.2,20.8,3.5,9774,1
4041,4041,1976,128,517,4,75,60,12,0.064,0.072,0.108,0.339,0.323,0.364,0.43,0.794,0.36,130,0.0,16.6,-0.5,3.5,1001220,0
4042,4042,2002,135,527,25,70,75,3,0.082,0.188,0.23,0.262,0.249,0.311,0.479,0.79,0.337,102,0.6,2.1,14.8,3.5,256,1
4043,4043,1932,138,593,6,94,64,14,0.061,0.051,0.135,0.313,0.303,0.35,0.438,0.788,0.356,112,2.7,11.7,5.9,3.5,1012623,0
4044,4044,2018,162,660,29,85,84,2,0.106,0.247,0.207,0.292,0.247,0.335,0.453,0.788,0.34,119,-2.2,12.8,-0.5,3.5,14344,1
4045,4045,2016,147,581,8,56,58,3,0.067,0.108,0.12,0.335,0.307,0.36,0.427,0.787,0.342,114,-7.5,2.3,14.0,3.5,7007,1
4046,4046,1982,145,554,11,71,56,10,0.029,0.117,0.172,0.32,0.298,0.318,0.469,0.787,0.345,113,-0.8,7.7,8.2,3.5,1013872,0
4047,4047,2016,157,672,18,91,75,2,0.1,0.176,0.167,0.309,0.271,0.348,0.438,0.786,0.34,117,1.5,14.9,-4.1,3.5,11200,1
4048,4048,1990,157,662,9,72,82,15,0.089,0.082,0.104,0.324,0.309,0.372,0.413,0.785,0.353,113,0.3,10.6,0.0,3.5,56,1
4049,4049,1948,155,756,9,127,87,10,0.134,0.077,0.116,0.303,0.285,0.383,0.401,0.784,0.372,104,0.8,4.5,5.0,3.5,1003310,0
4050,4050,1958,137,544,30,59,79,1,0.11,0.119,0.211,0.223,0.245,0.327,0.456,0.783,0.343,117,0.5,11.5,4.7,3.5,1013182,0
4051,4051,1978,159,731,7,103,52,13,0.085,0.041,0.119,0.306,0.302,0.362,0.421,0.783,0.352,120,-0.8,15.5,-7.8,3.5,1011217,0
4052,4052,2016,156,677,22,107,86,21,0.065,0.236,0.162,0.35,0.285,0.335,0.446,0.781,0.336,103,5.6,7.8,2.9,3.5,6885,1
4053,4053,1970,144,658,8,102,52,42,0.155,0.084,0.128,0.285,0.268,0.383,0.396,0.779,0.356,115,3.5,16.0,-5.6,3.5,1009179,0
4054,4054,1923,152,665,8,81,70,43,0.107,0.138,0.133,0.323,0.281,0.36,0.414,0.774,0.363,104,-2.0,1.3,11.6,3.5,1004947,0
